Player_Name,Position,Market_Value_M,Club,Goals,Assists,ICT_Index,Status,Form_Index
Rak-Sakyi,MF,4.5,Crystal Palace,0,0,11.0,🟢 جاهز,52.2
Gordon,FW,4.5,Crystal Palace,0,0,0.0,⚪ غير معروف,50.0
Ola-Adebomi,FW,4.5,Crystal Palace,0,0,0.0,⚪ غير معروف,50.0
Ozoh,MF,4.5,Crystal Palace,0,0,2.9,🟢 جاهز,50.58
Raymond,MF,4.5,Crystal Palace,0,0,0.0,🟢 جاهز,50.0
Adaramola,DF,4.0,Crystal Palace,0,0,0.0,⚪ غير معروف,50.0
Muñoz,DF,4.5,Crystal Palace,0,4,71.7,🟢 جاهز,99.17
Wharton,MF,5.0,Crystal Palace,0,3,57.3,🟢 جاهز,76.46000000000001
Umeh-Chibueze,FW,4.5,Crystal Palace,0,0,0.0,🟢 جاهز,50.0
Rodney,MF,4.5,Crystal Palace,0,0,0.0,🟢 جاهز,50.0
Mathurin,MF,4.4,Crystal Palace,0,0,0.0,🟢 جاهز,50.0
André Gomes,MF,4.4,Everton,1,0,24.1,🟡 مشكوك بمشاركته,58.82
Branthwaite,DF,4.5,Everton,3,1,104.3,🟢 جاهز,153.43
Calvert-Lewin,FW,5.8,Everton,7,3,154.8,🟢 جاهز,141.96
Coleman,DF,4.4,Everton,0,0,16.5,🟢 جاهز,75.65
Dele,MF,4.8,Everton,0,0,0.0,🔴 مصاب,50.0
A.Doucoure,MF,5.5,Everton,7,3,161.0,🟢 جاهز,125.2
Garner,MF,4.9,Everton,1,2,143.5,🟢 جاهز,92.7
Gbamin,MF,4.4,Everton,0,0,0.0,⚪ غير معروف,50.0
Godfrey,DF,4.3,Everton,0,0,44.3,🟢 جاهز,78.43
Gray,MF,5.3,Everton,0,0,0.0,⚪ غير معروف,50.0
Gana,MF,4.8,Everton,4,0,79.7,🟢 جاهز,81.94
Keane,DF,4.2,Everton,1,0,20.5,🟢 جاهز,64.05
McNeil,MF,5.4,Everton,3,8,212.7,🟢 جاهز,144.54
Mykolenko,DF,4.5,Everton,2,1,96.8,🔴 مصاب,128.68
Onana,MF,4.7,Everton,2,0,89.5,🟢 جاهز,75.9
Patterson,DF,4.3,Everton,0,2,37.3,🔴 مصاب,71.73
Pickford,GK,4.8,Everton,0,0,101.3,🟢 جاهز,294.0
Simms,FW,4.5,Everton,0,0,0.0,⚪ غير معروف,50.0
Tarkowski,DF,4.6,Everton,1,1,150.9,🟢 جاهز,152.09
J.Virginia,GK,3.9,Everton,0,0,0.0,🟢 جاهز,50.0
Lonergan,GK,3.9,Everton,0,0,0.0,🟢 جاهز,50.0
Young,DF,4.4,Everton,0,1,74.0,🟢 جاهز,114.4
Danjuma,MF,5.2,Everton,1,0,42.4,🟢 جاهز,62.480000000000004
Dobbin,MF,4.5,Everton,1,0,17.7,🟢 جاهز,57.54
Y. Chermiti,FW,4.8,Everton,0,0,14.9,🟢 جاهز,52.980000000000004
Cannon,FW,4.5,Everton,0,0,0.0,⚪ غير معروف,50.0
Onyango,MF,4.4,Everton,0,0,0.0,🟢 جاهز,50.0
Harrison,MF,5.5,Everton,3,3,114.3,🔴 مصاب,99.86
Beto,FW,5.7,Everton,3,0,71.3,🟢 جاهز,85.26
Hunt,MF,4.5,Everton,0,0,0.0,🟢 جاهز,50.0
Metcalfe,MF,4.5,Everton,0,0,0.0,🟢 جاهز,50.0
Campbell,DF,4.0,Everton,0,0,0.0,⚪ غير معروف,50.0
Warrington,MF,4.5,Everton,0,0,0.0,🟢 جاهز,50.0
Crellin,GK,4.0,Everton,0,0,0.0,🟢 جاهز,50.0
Broja,FW,4.9,Fulham,1,2,29.0,🟢 جاهز,70.8
Iwobi,MF,5.3,Fulham,5,2,175.9,🟢 جاهز,115.18
Andreas,MF,5.3,Fulham,3,9,217.8,🟢 جاهز,150.56
Cairney,MF,4.9,Fulham,1,6,90.9,🟢 جاهز,102.18
I.Cavaleiro,MF,5.0,Fulham,0,0,0.0,⚪ غير معروف,50.0
De Cordova-Reid,MF,5.2,Fulham,6,3,90.0,🟢 جاهز,107.0
Diop,DF,4.4,Fulham,0,0,40.8,🟢 جاهز,84.08
Francois,MF,4.4,Fulham,0,0,0.0,⚪ غير معروف,50.0
Knockaert,MF,4.4,Fulham,0,0,0.0,⚪ غير معروف,50.0
Kongolo,DF,4.0,Fulham,0,0,0.0,⚪ غير معروف,50.0
Leno,GK,4.8,Fulham,0,0,106.7,🟢 جاهز,276.0
Lukić,MF,4.3,Fulham,1,0,46.2,🔴 مصاب,63.24
Mbabu,DF,4.0,Fulham,0,0,0.0,⚪ غير معروف,50.0
Mitrović,FW,7.4,Fulham,0,0,3.3,⚪ غير معروف,50.66
Muniz,FW,4.3,Fulham,9,2,148.2,🟢 جاهز,150.64
J.Palhinha,MF,5.0,Fulham,4,1,124.5,🟢 جاهز,95.9
Ream,DF,4.4,Fulham,1,0,40.4,🟢 جاهز,78.04
Reed,MF,4.3,Fulham,0,2,47.2,🟢 جاهز,69.44
Robinson,DF,4.5,Fulham,0,6,158.6,🟢 جاهز,137.86
Rodák,GK,3.9,Fulham,0,0,0.0,🟢 جاهز,50.0
Tete,DF,4.4,Fulham,1,0,35.6,🟢 جاهز,71.56
Tosin,DF,4.3,Fulham,2,0,62.4,🟢 جاهز,104.24
Vinícius,FW,4.5,Fulham,2,0,28.2,⚪ غير معروف,69.64
Wilson,MF,5.3,Fulham,4,7,107.2,🟢 جاهز,122.44
Raúl,FW,5.0,Fulham,7,0,95.1,🟢 جاهز,118.02
Willian,MF,5.3,Fulham,4,3,155.5,🟢 جاهز,112.1
Bassey,DF,4.4,Fulham,1,0,55.0,🟢 جاهز,97.5
De Fougerolles,DF,3.9,Fulham,0,0,0.0,🟢 جاهز,50.0
Stansfield,FW,4.5,Fulham,0,0,0.0,⚪ غير معروف,50.0
Dibley-Dias,MF,4.5,Fulham,0,0,0.0,🟢 جاهز,50.0
Adama,MF,4.9,Fulham,2,3,41.3,🟢 جاهز,81.26
Harris,MF,4.5,Fulham,0,0,2.1,⚪ غير معروف,50.42
Castagne,DF,4.5,Fulham,1,3,102.1,🟢 جاهز,129.21
Benda,GK,4.0,Fulham,0,0,0.0,🟢 جاهز,50.0
Ballo-Touré,DF,4.5,Fulham,0,0,1.9,🟢 جاهز,50.19
Tanton,DF,4.0,Fulham,0,0,0.0,🟢 جاهز,50.0
Sekularac,MF,4.4,Fulham,0,0,0.0,🟢 جاهز,50.0
King,MF,4.5,Fulham,0,0,0.0,🟢 جاهز,50.0
Adrián,GK,3.8,Liverpool,0,0,0.0,🟢 جاهز,50.0
Alexander-Arnold,DF,8.4,Liverpool,3,5,186.8,🟢 جاهز,149.68
A.Becker,GK,5.7,Liverpool,0,0,68.1,🟢 جاهز,220.0
Bajcetic,MF,4.7,Liverpool,0,0,0.8,🟢 جاهز,50.16
Darwin,FW,7.5,Liverpool,11,11,232.4,🟢 جاهز,217.48000000000002
Diogo J.,MF,7.9,Liverpool,10,7,141.4,🟢 جاهز,153.28
Elliott,MF,4.8,Liverpool,3,9,137.5,🟢 جاهز,134.5
Fabinho,MF,5.0,Liverpool,0,0,0.0,⚪ غير معروف,50.0
Gakpo,FW,7.1,Liverpool,8,5,157.1,🟢 جاهز,157.42000000000002
Gomez,DF,4.5,Liverpool,0,2,77.7,🟢 جاهز,105.77
Henderson,MF,5.0,Liverpool,0,0,0.0,⚪ غير معروف,50.0
Jones,MF,4.9,Liverpool,1,1,57.0,🟢 جاهز,70.4
Kelleher,GK,3.6,Liverpool,0,0,27.0,🟢 جاهز,100.0
Konaté,DF,4.9,Liverpool,0,0,58.5,🟢 جاهز,91.85
Luis Díaz,MF,7.6,Liverpool,8,7,264.6,🟢 جاهز,169.92000000000002
Mac Allister,MF,5.9,Liverpool,5,5,166.2,🟢 جاهز,128.24
Matip,DF,4.8,Liverpool,0,0,26.1,🔴 مصاب,64.61
Phillips,DF,4.0,Liverpool,0,0,0.0,⚪ غير معروف,50.0
Robertson,DF,6.5,Liverpool,3,2,171.9,🟢 جاهز,109.19
Salah,MF,13.4,Liverpool,18,12,346.0,🟢 جاهز,251.2
Szoboszlai,MF,7.1,Liverpool,3,4,162.8,🟢 جاهز,114.56
Thiago,MF,4.7,Liverpool,0,0,0.1,🟡 مشكوك بمشاركته,50.02
Tsimikas,DF,4.3,Liverpool,0,3,46.2,🟢 جاهز,87.62
Van den Berg,DF,4.0,Liverpool,0,0,0.0,⚪ غير معروف,50.0
Virgil,DF,6.6,Liverpool,2,2,153.8,🟢 جاهز,137.38
Quansah,DF,4.0,Liverpool,2,0,49.4,🟢 جاهز,78.94
Clark,MF,4.4,Liverpool,0,0,3.6,🟢 جاهز,50.72
Doak,MF,4.3,Liverpool,0,0,0.1,🔴 مصاب,50.02
McConnell,MF,4.4,Liverpool,0,0,0.1,🟢 جاهز,50.02
Endo,MF,5.4,Liverpool,1,0,60.1,🟢 جاهز,66.02
Gravenberch,MF,5.0,Liverpool,1,0,61.5,🟢 جاهز,66.3
Chambers,DF,4.0,Liverpool,0,0,0.0,⚪ غير معروف,50.0
Scanlon,DF,3.9,Liverpool,0,0,0.0,🟢 جاهز,50.0
Nyoni,MF,4.5,Liverpool,0,0,0.0,🟢 جاهز,50.0
Pitaluga,GK,4.0,Liverpool,0,0,0.0,⚪ غير معروف,50.0
Bradley,DF,4.1,Liverpool,1,3,60.6,🟢 جاهز,89.06
Beck,DF,4.5,Liverpool,0,0,0.5,⚪ غير معروف,50.05
Gordon,MF,4.5,Liverpool,0,0,0.3,🟢 جاهز,50.06
Koumas,FW,4.5,Liverpool,0,0,0.0,🟢 جاهز,50.0
Mrozek,GK,4.0,Liverpool,0,0,0.0,🟢 جاهز,50.0
Danns,FW,4.3,Liverpool,0,0,0.2,🟢 جاهز,50.04
Nallo,DF,4.0,Liverpool,0,0,0.0,🟢 جاهز,50.0
Sambi,MF,4.9,Luton,1,3,49.9,🟢 جاهز,78.98
Nakamba,MF,4.3,Luton,0,0,26.5,🔴 مصاب,55.3
Adebayo,FW,4.8,Luton,10,1,111.8,🟢 جاهز,146.36
Andersen,DF,3.8,Luton,1,0,15.6,🟡 مشكوك بمشاركته,57.56
Bell,DF,3.8,Luton,0,0,52.7,🔴 مصاب,67.27
Berry,MF,4.6,Luton,2,1,25.6,🟢 جاهز,68.12
Burke,DF,4.0,Luton,0,4,70.9,🔴 مصاب,75.09
Campbell,MF,4.9,Luton,0,0,0.0,⚪ غير معروف,50.0
Clark,MF,4.8,Luton,1,1,56.5,🟢 جاهز,70.3
Doughty,DF,4.3,Luton,2,10,213.3,🟢 جاهز,125.33
Freeman,MF,4.9,Luton,0,0,0.0,⚪ غير معروف,50.0
Macey,GK,4.0,Luton,0,0,0.0,⚪ غير معروف,50.0
McAtee,FW,4.5,Luton,0,0,0.0,⚪ غير معروف,50.0
Mendes,MF,4.5,Luton,0,0,0.0,⚪ غير معروف,50.0
Morris,FW,4.7,Luton,11,6,183.4,🟢 جاهز,187.68
Muskwe,FW,4.5,Luton,0,0,0.0,⚪ غير معروف,50.0
Ogbene,FW,4.8,Luton,4,4,127.7,🟢 جاهز,119.54
Onyedinma,MF,5.0,Luton,0,0,14.1,🟢 جاهز,52.82
Osho,DF,4.4,Luton,2,0,59.0,🟢 جاهز,79.9
Pepple,FW,4.5,Luton,0,0,0.0,⚪ غير معروف,50.0
Pereira,MF,4.4,Luton,0,0,0.0,⚪ غير معروف,50.0
Potts,DF,3.9,Luton,0,0,0.0,🟡 مشكوك بمشاركته,50.0
Rea,MF,4.4,Luton,0,0,0.0,⚪ غير معروف,50.0
Shea,GK,4.2,Luton,0,0,1.1,🟢 جاهز,54.0
Taylor,FW,4.5,Luton,0,0,0.0,⚪ غير معروف,50.0
Thorpe,MF,4.5,Luton,0,0,0.0,⚪ غير معروف,50.0
Walton,GK,4.0,Luton,0,0,0.0,⚪ غير معروف,50.0
Watson,MF,4.4,Luton,0,0,0.0,⚪ غير معروف,50.0
Woodrow,FW,4.3,Luton,1,1,35.8,🟢 جاهز,68.16
Mengi,DF,3.9,Luton,1,0,76.0,🟢 جاهز,69.6
Giles,DF,4.2,Luton,0,0,23.1,⚪ غير معروف,52.31
Lockyer,DF,4.2,Luton,1,1,40.6,🔴 مصاب,63.06
Mpanzu,MF,4.6,Luton,0,0,28.0,🟢 جاهز,55.6
Chong,MF,4.4,Luton,4,2,81.6,🟢 جاهز,92.32
Kaboré,DF,4.0,Luton,0,3,64.0,🔴 مصاب,65.4
Kaminski,GK,4.5,Luton,0,0,112.2,🟢 جاهز,184.0
Barkley,MF,4.5,Luton,5,5,168.7,🔴 مصاب,128.74
Brown,FW,4.9,Luton,2,1,52.0,🔴 مصاب,78.4
Francis-Clarke,DF,4.0,Luton,0,0,0.0,⚪ غير معروف,50.0
Krul,GK,4.4,Luton,0,0,0.0,🟢 جاهز,50.0
Johnson,DF,4.0,Luton,0,0,0.2,🟢 جاهز,50.02
Townsend,MF,5.0,Luton,1,4,65.9,🟢 جاهز,87.18
Luker,MF,4.5,Luton,0,0,0.0,⚪ غير معروف,50.0
Nelson,MF,4.5,Luton,0,0,0.2,🟢 جاهز,50.04
Hashioka,DF,4.0,Luton,0,0,16.2,🟢 جاهز,51.62
Piesold,MF,4.5,Luton,0,0,0.0,🟢 جاهز,50.0
Martins,MF,4.5,Luton,0,0,0.0,🟢 جاهز,50.0
Chigozie,DF,4.0,Luton,0,0,0.0,🟢 جاهز,50.0
Harris,FW,4.5,Luton,0,0,0.0,🟢 جاهز,50.0
Akanji,DF,5.0,Man City,2,0,97.4,🟢 جاهز,137.74
Aké,DF,5.0,Man City,2,3,89.7,🟢 جاهز,115.97
J.Alvarez,FW,6.4,Man City,11,11,273.3,🟢 جاهز,225.66
Bernardo,MF,6.2,Man City,6,9,228.0,🟢 جاهز,164.6
Bobb,MF,4.4,Man City,1,2,36.0,🟢 جاهز,71.2
Cancelo,DF,5.8,Man City,0,0,0.0,⚪ غير معروف,50.0
Carson,GK,3.8,Man City,0,0,0.0,🟢 جاهز,50.0
Charles,MF,4.5,Man City,0,0,0.0,⚪ غير معروف,50.0
De Bruyne,MF,10.6,Man City,4,10,183.6,🟢 جاهز,152.72
Rúben,DF,5.5,Man City,0,0,101.5,🟢 جاهز,114.15
Ederson M.,GK,5.5,Man City,0,0,56.0,🔴 مصاب,198.0
Foden,MF,8.5,Man City,19,8,348.8,🟢 جاهز,235.76
Grealish,MF,7.2,Man City,3,1,91.9,🟢 جاهز,85.38
Haaland,FW,14.3,Man City,27,8,303.3,🟢 جاهز,331.66
Kovačić,MF,4.6,Man City,1,0,76.0,🟢 جاهز,69.2
Laporte,DF,4.9,Man City,0,0,2.9,⚪ غير معروف,50.29
R.Lewis,DF,4.2,Man City,2,0,45.8,🟢 جاهز,90.58
Mahrez,MF,7.5,Man City,0,0,0.0,⚪ غير معروف,50.0
Ortega Moreno,GK,3.6,Man City,0,0,17.3,🟢 جاهز,84.0
Perrone,MF,4.4,Man City,0,0,0.0,⚪ غير معروف,50.0
Rodrigo,MF,5.6,Man City,8,10,242.3,🟢 جاهز,180.46
Sergio Gómez,DF,3.8,Man City,0,1,5.6,🟢 جاهز,53.56
Steffen,GK,3.9,Man City,0,0,0.0,⚪ غير معروف,50.0
Stones,DF,5.3,Man City,1,0,38.7,🟢 جاهز,89.87
Walker,DF,5.5,Man City,0,5,112.6,🟢 جاهز,136.26
Matheus N.,MF,4.7,Man City,0,2,51.8,🟢 جاهز,70.36
Gvardiol,DF,5.2,Man City,4,2,129.7,🟢 جاهز,146.97
Doku,MF,6.4,Man City,3,10,203.9,🟢 جاهز,152.78
Susoho,MF,4.5,Man City,0,0,0.0,🟢 جاهز,50.0
Hamilton,MF,4.5,Man City,0,0,0.0,🟢 جاهز,50.0
Wright,MF,4.5,Man City,0,0,0.0,🟢 جاهز,50.0
Mount,MF,6.8,Man Utd,1,0,27.9,🟡 مشكوك بمشاركته,59.58
Alex Telles,DF,4.5,Man Utd,0,0,0.0,⚪ غير معروف,50.0
Amad,MF,4.4,Man Utd,1,1,35.2,🟢 جاهز,66.04
Antony,MF,6.8,Man Utd,1,1,91.8,🟢 جاهز,77.36
B.Fernandes,MF,8.5,Man Utd,10,9,351.3,🟢 جاهز,205.26
B.Williams,DF,4.0,Man Utd,0,0,0.0,⚪ غير معروف,50.0
Bailly,DF,4.0,Man Utd,0,0,0.0,⚪ غير معروف,50.0
Casemiro,MF,5.3,Man Utd,1,3,119.9,🟢 جاهز,92.98
Dalot,DF,5.2,Man Utd,2,3,154.4,🟢 جاهز,134.44
Eriksen,MF,5.8,Man Utd,1,2,75.0,🟢 جاهز,79.0
Fernandez,DF,4.0,Man Utd,0,0,0.0,⚪ غير معروف,50.0
Fred,MF,5.0,Man Utd,0,0,0.0,⚪ غير معروف,50.0
Garnacho,MF,5.0,Man Utd,7,7,224.3,🟢 جاهز,157.86
Hannibal,MF,4.3,Man Utd,1,0,9.0,⚪ غير معروف,55.8
Heaton,GK,3.9,Man Utd,0,0,0.0,🟢 جاهز,50.0
Lindelof,DF,4.5,Man Utd,1,1,49.6,🟡 مشكوك بمشاركته,93.96000000000001
Maguire,DF,4.3,Man Utd,2,4,77.7,🔴 مصاب,105.77
Mainoo,MF,4.4,Man Utd,3,1,80.6,🟢 جاهز,83.12
Malacia,DF,4.3,Man Utd,0,0,0.0,🔴 مصاب,50.0
Martial,FW,6.4,Man Utd,1,1,24.5,🟡 مشكوك بمشاركته,65.9
Martinez,DF,4.7,Man Utd,0,1,19.4,🟢 جاهز,60.94
McTominay,MF,4.5,Man Utd,7,1,121.3,🟢 جاهز,107.26
Pellistri,MF,4.2,Man Utd,0,1,13.3,⚪ غير معروف,57.66
R.Varane,DF,4.9,Man Utd,1,0,47.7,🟢 جاهز,78.77
Rashford,MF,8.4,Man Utd,7,3,148.3,🟢 جاهز,122.66
Sancho,MF,6.7,Man Utd,0,0,3.6,⚪ غير معروف,50.72
Shaw,DF,5.2,Man Utd,0,1,42.6,🔴 مصاب,81.26
Shoretire,FW,4.4,Man Utd,0,0,0.0,🟢 جاهز,50.0
Van de Beek,MF,4.7,Man Utd,0,0,1.6,⚪ غير معروف,50.32
Wan-Bissaka,DF,4.4,Man Utd,0,2,65.5,🟢 جاهز,80.55
Onana,GK,5.0,Man Utd,0,0,120.2,🟢 جاهز,304.0
Højlund,FW,7.1,Man Utd,10,2,147.0,🟢 جاهز,157.4
Forson,MF,4.4,Man Utd,0,1,5.2,🟢 جاهز,56.04
Vítek,GK,4.0,Man Utd,0,0,0.0,⚪ غير معروف,50.0
Gore,MF,4.5,Man Utd,0,0,0.3,⚪ غير معروف,50.06
Altay,GK,3.9,Man Utd,0,0,0.0,🟢 جاهز,50.0
Evans,DF,4.0,Man Utd,0,1,43.6,🟢 جاهز,81.36
Amrabat,MF,5.0,Man Utd,0,0,27.0,🟢 جاهز,55.4
Hugill,FW,4.5,Man Utd,0,0,0.0,⚪ غير معروف,50.0
Kambwala,DF,3.9,Man Utd,0,0,5.5,🟢 جاهز,50.55
Bennett,DF,4.0,Man Utd,0,0,0.0,⚪ غير معروف,50.0
Collyer,MF,4.5,Man Utd,0,0,0.0,🟢 جاهز,50.0
Ogunneye,DF,4.0,Man Utd,0,0,0.0,🟢 جاهز,50.0
Mee,GK,4.0,Man Utd,0,0,0.0,🟢 جاهز,50.0
Amass,DF,4.0,Man Utd,0,0,0.0,🟢 جاهز,50.0
Wheatley,FW,4.5,Man Utd,0,0,0.2,🟢 جاهز,50.04
Jackson,DF,4.0,Man Utd,0,0,0.0,🟢 جاهز,50.0
Hall,DF,4.2,Newcastle,1,0,34.9,🟢 جاهز,71.49
Almirón,MF,6.0,Newcastle,3,1,110.1,🟢 جاهز,89.02
Anderson,MF,4.2,Newcastle,0,2,61.1,🟢 جاهز,72.22
Ashby,DF,4.0,Newcastle,0,0,0.0,⚪ غير معروف,50.0
Botman,DF,4.5,Newcastle,2,2,55.5,🔴 مصاب,91.55
Bruno G.,MF,5.8,Newcastle,7,9,241.0,🟢 جاهز,171.2
Burn,DF,4.7,Newcastle,2,2,109.7,🟢 جاهز,126.97
Darlow,GK,4.0,Newcastle,0,0,0.0,⚪ غير معروف,50.0
Dubravka,GK,4.3,Newcastle,0,0,67.2,🟢 جاهز,174.0
Fraser,MF,4.9,Newcastle,0,0,0.0,⚪ غير معروف,50.0
Gillespie,GK,3.9,Newcastle,0,0,0.0,🟢 جاهز,50.0
Gordon,MF,6.4,Newcastle,11,16,256.7,🟡 مشكوك بمشاركته,225.34
Hayden,MF,4.4,Newcastle,0,0,0.0,⚪ غير معروف,50.0
Hendrick,MF,4.4,Newcastle,0,0,0.0,⚪ غير معروف,50.0
Isak,FW,8.4,Newcastle,21,4,229.3,🟢 جاهز,258.86
Joelinton,MF,5.8,Newcastle,2,1,81.6,🟢 جاهز,79.32
Krafth,DF,4.4,Newcastle,0,0,33.8,🟢 جاهز,71.38
Kuol,MF,4.5,Newcastle,0,0,0.0,⚪ غير معروف,50.0
Lascelles,DF,3.7,Newcastle,1,0,33.8,🔴 مصاب,89.38
J.Lewis,DF,4.0,Newcastle,0,0,0.0,⚪ غير معروف,50.0
Longstaff,MF,4.8,Newcastle,6,3,138.8,🟢 جاهز,116.76
Manquillo,DF,4.0,Newcastle,0,0,0.0,⚪ غير معروف,50.0
J.Murphy,MF,4.8,Newcastle,3,8,110.0,🟢 جاهز,124.0
Pope,GK,5.3,Newcastle,0,0,32.7,🟢 جاهز,152.0
Ritchie,MF,4.3,Newcastle,1,0,18.5,🟢 جاهز,57.7
Saint-Maximin,MF,6.0,Newcastle,0,0,0.0,⚪ غير معروف,50.0
Schär,DF,5.6,Newcastle,4,3,127.4,🟢 جاهز,149.74
Targett,DF,4.2,Newcastle,0,0,2.2,🔴 مصاب,50.22
Tonali,MF,5.2,Newcastle,1,0,23.8,🟡 موقوف,58.76
Trippier,DF,6.6,Newcastle,1,10,185.2,🟢 جاهز,140.52
Watts,DF,4.0,Newcastle,0,0,0.0,⚪ غير معروف,50.0
Willock,MF,5.3,Newcastle,1,0,28.8,🔴 مصاب,59.76
Wilson,FW,7.8,Newcastle,9,1,103.2,🟢 جاهز,137.64
Karius,GK,3.9,Newcastle,0,0,3.2,🟢 جاهز,50.0
Dummett,DF,3.9,Newcastle,0,0,0.5,🟢 جاهز,50.05
Barnes,MF,6.2,Newcastle,5,3,79.5,🟢 جاهز,100.9
Livramento,DF,4.0,Newcastle,1,0,58.4,🔴 مصاب,73.84
A.Murphy,DF,3.9,Newcastle,0,0,0.3,🟢 جاهز,50.03
Miley,MF,4.5,Newcastle,1,3,56.7,🔴 مصاب,80.34
Diallo,MF,4.5,Newcastle,0,0,0.0,🟢 جاهز,50.0
Parkinson,FW,4.5,Newcastle,0,0,0.2,🟢 جاهز,50.04
Ndiweni,FW,4.4,Newcastle,0,0,0.0,⚪ غير معروف,50.0
White,MF,4.5,Newcastle,0,0,0.1,🟢 جاهز,50.02
Hernes,MF,4.5,Newcastle,0,0,0.0,🟢 جاهز,50.0
Tavares,DF,4.0,Nottingham Forest,0,0,13.8,🟢 جاهز,57.38
Turner,GK,3.7,Nottingham Forest,0,0,37.9,🟢 جاهز,120.0
Hudson-Odoi,MF,4.7,Nottingham Forest,8,2,145.0,🟢 جاهز,121.0
Elanga,MF,4.9,Nottingham Forest,5,9,159.2,🟢 جاهز,146.84
B.Aguilera,MF,4.5,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Arter,MF,4.3,Nottingham Forest,0,0,0.0,🟢 جاهز,50.0
Aurier,DF,4.5,Nottingham Forest,0,2,31.8,⚪ غير معروف,65.18
Awoniyi,FW,6.3,Nottingham Forest,6,3,74.2,🟢 جاهز,118.84
Biancone,DF,3.9,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Boly,DF,4.5,Nottingham Forest,2,1,78.1,🟢 جاهز,90.81
Bowler,MF,4.5,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Cook,DF,4.5,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Danilo,MF,5.3,Nottingham Forest,2,2,78.1,🟢 جاهز,83.62
Dennis,FW,4.8,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Dräger,DF,4.0,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Felipe,DF,4.4,Nottingham Forest,0,0,10.3,🟢 جاهز,57.03
Freuler,MF,4.9,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Gibbs-White,MF,5.7,Nottingham Forest,5,12,235.6,🟢 جاهز,177.12
Hennessey,GK,3.9,Nottingham Forest,0,0,0.0,🟢 جاهز,50.0
Horvath,GK,4.3,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Kouyaté,MF,4.8,Nottingham Forest,0,0,7.1,🟢 جاهز,51.42
Laryea,DF,4.5,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Mangala,MF,5.0,Nottingham Forest,1,0,36.0,⚪ غير معروف,61.2
Mbe Soh,DF,4.0,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
McKenna,DF,4.4,Nottingham Forest,0,0,13.8,⚪ غير معروف,57.38
Mighten,MF,4.4,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Niakhaté,DF,4.5,Nottingham Forest,1,0,42.3,🟢 جاهز,66.23
O'Brien,MF,4.9,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Ojeda,MF,4.5,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Panzo,DF,4.0,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
O.Richards,DF,4.4,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
G.Scarpa,MF,4.5,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
J.Shelvey,MF,4.8,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Surridge,FW,4.5,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Toffolo,DF,4.4,Nottingham Forest,1,3,79.3,🟢 جاهز,84.93
Ui-jo,FW,4.4,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Williams,DF,4.3,Nottingham Forest,0,1,72.8,🔴 مصاب,66.28
Wood,FW,4.7,Nottingham Forest,14,1,167.4,🟢 جاهز,185.48000000000002
Worrall,DF,4.3,Nottingham Forest,0,0,13.0,⚪ غير معروف,57.3
Yates,MF,4.8,Nottingham Forest,1,1,72.1,🟢 جاهز,73.42
Aina,DF,4.5,Nottingham Forest,1,1,54.4,🟢 جاهز,76.44
G.Shelvey,GK,3.9,Nottingham Forest,0,0,0.0,⚪ غير معروف,50.0
Powell,DF,3.9,Nottingham Forest,0,0,0.0,🟢 جاهز,50.0
G.Montiel,DF,4.4,Nottingham Forest,0,2,31.9,🟢 جاهز,65.19
Murillo,DF,4.5,Nottingham Forest,0,2,95.8,🟢 جاهز,83.58
Odysseas,GK,4.5,Nottingham Forest,0,0,11.2,🟢 جاهز,54.0
Omobamidele,DF,4.5,Nottingham Forest,0,0,18.9,🟢 جاهز,51.89
Dominguez,MF,5.0,Nottingham Forest,2,2,70.6,🔴 مصاب,82.12
Sangaré,MF,4.9,Nottingham Forest,0,0,32.5,🟢 جاهز,56.5
Origi,FW,5.0,Nottingham Forest,0,1,25.0,🟢 جاهز,59.0
McDonnell,MF,4.5,Nottingham Forest,0,0,0.0,🟢 جاهز,50.0
Osong,FW,4.5,Nottingham Forest,0,0,0.0,🟢 جاهز,50.0
Gardner,FW,4.5,Nottingham Forest,0,0,0.0,🟢 جاهز,50.0
Reyna,MF,4.6,Nottingham Forest,0,1,21.4,🟢 جاهز,59.28
Sels,GK,4.5,Nottingham Forest,0,0,30.3,🟢 جاهز,78.0
